Asset sticker,Req/PO/Ticket No.,Serial No.,Date ordered,Type,Ordered By,Assigned email,Staff ID,Department,Date assigned,Date returned,e-wasted? Y/N,Cost
UOM001628,XQ-66630,jR72181lS,3/11/2021,Tablet,Emma Jones,emma.jones@unimelb.edu.au,8089,DOVS,18/02/2024,2/01/2025,N,512.61
UOM001629,Jg-44426,FB81152at,17/08/2024,Printer,Jack Anderson,henry.moore@unimelb.edu.au,6300,Nursing,25/10/2024,,N,1292.1
UOM001630,yL-95915,Fp40339Wc,29/06/2021,Tablet,Jack Anderson,jack.anderson@unimelb.edu.au,9503,Social Work,28/04/2023,12/07/2023,Y,554.83
UOM001631,RF-62805,GK62766mx,21/04/2022,Monitor,Jack Anderson,alice.johnson@unimelb.edu.au,2417,Nursing,16/01/2025,18/03/2025,N,180.81
UOM001632,VN-08684,Of20779dn,29/04/2024,Phone,Henry Moore,henry.moore@unimelb.edu.au,6300,Nursing,4/03/2025,11/04/2025,N,255.16
UOM001633,lL-43194,zX21692xA,26/07/2024,Desktop,Bob Smith,bob.smith@unimelb.edu.au,5312,Social Work,2/08/2024,14/12/2024,N,1905.59
UOM001634,gI-22252,HJ40230dz,19/01/2023,Laptop,Frank Miller,bob.smith@unimelb.edu.au,5312,Physio,6/01/2025,10/01/2025,N,2117.18
UOM001635,ry-37141,ux45272pF,12/12/2024,Tablet,Jack Anderson,frank.miller@unimelb.edu.au,3991,Social Work,20/01/2025,,N,719.24
UOM001636,nn-34472,YQ45279YL,21/01/2021,Laptop,Jack Anderson,jack.anderson@unimelb.edu.au,9503,DOVS,15/09/2021,31/03/2025,N,1474.51
UOM001637,mH-67215,lB49527AZ,2/02/2023,Phone,Alice Johnson,ivy.taylor@unimelb.edu.au,1354,Nursing,11/11/2024,,N,436.45
UOM001638,YO-29973,pj99460nC,17/01/2023,Laptop,Carol Williams,grace.wilson@unimelb.edu.au,8826,Nursing,29/08/2024,15/12/2024,N,2806.33
UOM001639,yk-33653,YG41596Fq,20/09/2024,Laptop,David Brown,david.brown@unimelb.edu.au,5741,Social Work,25/12/2024,28/03/2025,N,2624.09
UOM001640,sH-70156,aQ19379Up,8/07/2023,Laptop,Frank Miller,alice.johnson@unimelb.edu.au,2417,DOVS,7/08/2023,,N,1642.73
UOM001641,Qu-38904,nl19964Eg,30/11/2022,Printer,Bob Smith,david.brown@unimelb.edu.au,5741,Nursing,8/10/2024,,N,1437.72
UOM001642,rA-42601,PV07379Xu,28/05/2024,Tablet,David Brown,alice.johnson@unimelb.edu.au,2417,Physio,10/06/2024,24/01/2025,N,1020.75
UOM001643,ww-25915,Rf39904ns,2/05/2021,Laptop,Carol Williams,alice.johnson@unimelb.edu.au,2417,Social Work,28/01/2024,,N,2250.23
UOM001644,qe-08330,xi03860Xc,26/11/2024,Desktop,Emma Jones,alice.johnson@unimelb.edu.au,2417,Nursing,14/04/2025,15/04/2025,N,2344.09
UOM001645,Uk-72383,DL83531Wc,17/07/2023,Phone,David Brown,ivy.taylor@unimelb.edu.au,1354,DOVS,24/09/2024,,N,390.62
UOM001646,UZ-04266,FS37535vI,23/11/2024,Laptop,Bob Smith,david.brown@unimelb.edu.au,5741,Social Work,9/02/2025,5/03/2025,N,2987.55
UOM001647,uc-64230,Ta02332lL,20/10/2022,Printer,Jack Anderson,frank.miller@unimelb.edu.au,3991,Social Work,25/12/2023,19/06/2024,N,548.06
UOM001648,By-97619,dT50408gu,22/10/2024,Laptop,Henry Moore,bob.smith@unimelb.edu.au,5312,Nursing,22/01/2025,15/02/2025,N,2325.6
UOM001649,OK-99509,UI51588bD,29/10/2024,Desktop,Frank Miller,ivy.taylor@unimelb.edu.au,1354,Social Work,8/04/2025,15/04/2025,N,1183.32
UOM001650,fb-74361,Mu35603uY,8/05/2021,Printer,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Physio,10/04/2022,11/06/2024,N,755.38
UOM001651,pX-41545,zT21936sP,5/06/2024,Phone,Bob Smith,frank.miller@unimelb.edu.au,3991,DOVS,21/06/2024,2/12/2024,N,289.77
UOM001652,ux-01549,Ti05568by,30/01/2021,Phone,David Brown,frank.miller@unimelb.edu.au,3991,Physio,15/04/2023,6/12/2023,Y,956.74
UOM001653,bJ-46430,by93524bs,28/01/2024,Monitor,Emma Jones,emma.jones@unimelb.edu.au,8089,Social Work,30/11/2024,,N,222.24
UOM001654,zb-94683,Ca88168RV,17/12/2024,Tablet,Jack Anderson,grace.wilson@unimelb.edu.au,8826,Nursing,3/03/2025,24/03/2025,N,522.93
UOM001655,QU-36207,Nz15267jn,12/10/2023,Phone,Bob Smith,ivy.taylor@unimelb.edu.au,1354,Physio,15/09/2024,19/11/2024,N,624.08
UOM001656,Jd-98370,hS07790SY,2/02/2022,Server,Bob Smith,carol.williams@unimelb.edu.au,6271,Social Work,24/10/2024,,N,3277.44
UOM001657,Sy-11911,aa64475LL,16/01/2022,Printer,Ivy Taylor,henry.moore@unimelb.edu.au,6300,DOVS,22/08/2024,16/12/2024,N,1334.99
UOM001658,jU-17534,yH52476Xt,9/06/2023,Laptop,Bob Smith,bob.smith@unimelb.edu.au,5312,SHS,5/09/2024,,N,2503.89
UOM001659,zP-01612,JN00997gz,1/11/2023,Server,Jack Anderson,henry.moore@unimelb.edu.au,6300,Nursing,18/12/2023,7/05/2025,N,8086.11
UOM001660,jQ-32136,xG56485ER,6/12/2023,Monitor,Alice Johnson,emma.jones@unimelb.edu.au,8089,Social Work,22/10/2024,16/01/2025,N,219.26
UOM001661,pk-34266,mA10304vl,22/06/2021,Printer,David Brown,frank.miller@unimelb.edu.au,3991,Nursing,14/03/2023,21/10/2024,N,855.34
UOM001662,Fw-86798,cL97678dp,14/03/2021,Desktop,Frank Miller,carol.williams@unimelb.edu.au,6271,SHS,14/09/2022,,N,2319.24
UOM001663,wj-45625,qz76696yJ,7/12/2020,Server,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,DOVS,10/05/2021,3/09/2022,Y,9154.01
UOM001664,lQ-57709,nK07039zR,18/12/2021,Desktop,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,29/03/2023,,N,2130.35
UOM001665,Rg-77876,Ae00273Gk,14/03/2022,Laptop,Emma Jones,jack.anderson@unimelb.edu.au,9503,DOVS,15/05/2023,28/04/2024,Y,1539.82
UOM001666,Iq-81433,Gt62804ZH,6/10/2023,Laptop,Alice Johnson,jack.anderson@unimelb.edu.au,9503,Nursing,19/12/2023,17/12/2024,N,1643.72
UOM001667,AX-85545,sR21067GL,7/01/2022,Monitor,Jack Anderson,emma.jones@unimelb.edu.au,8089,DOVS,25/05/2022,2/05/2024,Y,525
UOM001668,yG-55416,lC19999oQ,18/11/2020,Tablet,Jack Anderson,bob.smith@unimelb.edu.au,5312,Nursing,1/02/2023,11/12/2024,N,843.97
UOM001669,ph-35689,DK44449lo,13/06/2023,Server,Bob Smith,grace.wilson@unimelb.edu.au,8826,Physio,24/02/2024,,N,6044.4
UOM001670,Zz-17294,Cs41967EV,24/06/2021,Monitor,Emma Jones,alice.johnson@unimelb.edu.au,2417,Nursing,21/03/2023,,N,209.58
UOM001671,WF-53967,AJ44826qt,11/07/2022,Phone,Alice Johnson,bob.smith@unimelb.edu.au,5312,Nursing,26/04/2024,31/10/2024,N,231.67
UOM001672,Yt-10076,KV51254qY,9/11/2020,Monitor,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Physio,19/07/2023,,N,645.1
UOM001673,aw-01798,Ms60144di,23/01/2024,Server,Jack Anderson,jack.anderson@unimelb.edu.au,9503,Nursing,22/08/2024,15/12/2024,N,7347.29
UOM001674,pw-41731,we03399vN,10/10/2023,Desktop,David Brown,carol.williams@unimelb.edu.au,6271,DOVS,25/04/2024,20/04/2025,N,2437.95
UOM001675,uw-16125,FN26061CZ,31/10/2024,Tablet,Bob Smith,frank.miller@unimelb.edu.au,3991,Physio,20/01/2025,,N,509.13
UOM001676,eS-90871,Nr63228NL,7/09/2021,Tablet,Alice Johnson,bob.smith@unimelb.edu.au,5312,SHS,15/02/2023,,N,1135.46
UOM001677,cX-61712,Jf24554fz,9/03/2022,Server,Alice Johnson,alice.johnson@unimelb.edu.au,2417,DOVS,29/10/2022,25/07/2024,N,4783.23
UOM001678,Re-58843,Yk58691VU,7/07/2024,Phone,David Brown,bob.smith@unimelb.edu.au,5312,DOVS,28/02/2025,3/04/2025,N,795.45
UOM001679,kH-95609,st86189Tb,28/04/2022,Tablet,David Brown,grace.wilson@unimelb.edu.au,8826,SHS,24/05/2022,22/01/2025,N,936.86
UOM001680,Ch-01155,jK76220dE,2/07/2020,Printer,Bob Smith,david.brown@unimelb.edu.au,5741,Physio,21/09/2022,10/06/2023,Y,1347.13
UOM001681,dS-47877,ev23323vt,23/04/2021,Tablet,Alice Johnson,bob.smith@unimelb.edu.au,5312,DOVS,31/08/2023,23/08/2024,N,459.92
UOM001682,xt-88165,mL02569Xl,14/12/2023,Phone,Ivy Taylor,bob.smith@unimelb.edu.au,5312,Physio,4/08/2024,16/08/2024,N,734.77
UOM001683,RF-29097,Hh86072hn,5/10/2023,Laptop,Emma Jones,frank.miller@unimelb.edu.au,3991,DOVS,13/05/2025,14/05/2025,N,2256.6
UOM001684,Od-35559,ZE21882Sl,10/09/2022,Desktop,Alice Johnson,alice.johnson@unimelb.edu.au,2417,SHS,21/09/2022,,N,842.03
UOM001685,Wr-22389,Mh44729GZ,26/04/2024,Printer,David Brown,david.brown@unimelb.edu.au,5741,Social Work,13/04/2025,,N,611.55
UOM001686,AK-23580,xL88186nO,20/12/2021,Printer,Emma Jones,jack.anderson@unimelb.edu.au,9503,SHS,9/02/2022,21/01/2024,Y,597.39
UOM001687,IZ-80140,HE96992dI,27/09/2024,Tablet,David Brown,david.brown@unimelb.edu.au,5741,DOVS,22/01/2025,14/02/2025,N,875.83
UOM001688,lw-44434,Uz09941VD,13/02/2023,Desktop,Ivy Taylor,henry.moore@unimelb.edu.au,6300,Physio,3/11/2023,1/06/2024,N,1904.9
UOM001689,Hi-02279,cU95358Wr,13/08/2020,Monitor,Bob Smith,alice.johnson@unimelb.edu.au,2417,SHS,10/10/2021,,N,188.8
UOM001690,rC-07618,VG40740PG,13/06/2022,Laptop,Ivy Taylor,grace.wilson@unimelb.edu.au,8826,DOVS,23/07/2023,20/04/2025,N,2530.16
UOM001691,PB-08584,Fm74178pT,15/10/2022,Server,Bob Smith,jack.anderson@unimelb.edu.au,9503,Social Work,16/01/2025,15/05/2025,N,3343.85
UOM001692,Xa-45569,aM36761SD,1/07/2022,Tablet,Alice Johnson,carol.williams@unimelb.edu.au,6271,Physio,15/05/2023,9/03/2025,N,312.24
UOM001693,FL-01377,Jm24742Ip,25/08/2021,Phone,Ivy Taylor,frank.miller@unimelb.edu.au,3991,SHS,19/09/2022,20/09/2024,N,537.21
UOM001694,Da-15514,fi37012Wl,15/12/2020,Phone,Grace Wilson,david.brown@unimelb.edu.au,5741,Social Work,17/02/2021,26/04/2024,Y,438.95
UOM001695,yd-72671,Nc22773Ha,16/06/2024,Phone,Carol Williams,grace.wilson@unimelb.edu.au,8826,Nursing,9/12/2024,7/04/2025,N,537.57
UOM001696,WR-42253,lL80671ob,30/10/2024,Monitor,Frank Miller,bob.smith@unimelb.edu.au,5312,Nursing,10/05/2025,,N,525.58
UOM001697,Zo-62370,tn56927ZA,19/05/2022,Phone,Emma Jones,bob.smith@unimelb.edu.au,5312,DOVS,9/04/2024,11/07/2024,N,445.15
UOM001698,Kr-31726,Im90209Yt,29/10/2021,Desktop,Grace Wilson,david.brown@unimelb.edu.au,5741,Social Work,5/04/2025,,N,1967.76
UOM001699,MM-46809,qW58729yU,26/11/2023,Monitor,David Brown,emma.jones@unimelb.edu.au,8089,Physio,5/06/2024,,N,165.71
UOM001700,fy-76749,Nc87382NW,4/11/2022,Server,Grace Wilson,carol.williams@unimelb.edu.au,6271,SHS,10/04/2025,,N,8760.06
UOM001701,Aw-02302,Is29654hf,10/05/2025,Phone,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Social Work,11/05/2025,16/05/2025,N,202.78
UOM001702,tX-87314,Vc12800Qt,11/05/2023,Printer,Henry Moore,david.brown@unimelb.edu.au,5741,Nursing,21/06/2023,17/05/2024,N,1277.28
UOM001703,nA-17846,YC41385oo,27/08/2022,Phone,Frank Miller,frank.miller@unimelb.edu.au,3991,Nursing,20/07/2023,16/11/2024,N,259.73
UOM001704,qJ-20160,qf32874YM,21/05/2021,Tablet,Alice Johnson,jack.anderson@unimelb.edu.au,9503,SHS,2/09/2023,25/09/2023,Y,705.16
UOM001705,Lf-88391,Sd55048Lp,28/04/2023,Laptop,Grace Wilson,bob.smith@unimelb.edu.au,5312,Physio,21/04/2025,11/05/2025,N,1569.45
UOM001706,jx-60003,tH48408DQ,31/12/2022,Phone,David Brown,alice.johnson@unimelb.edu.au,2417,SHS,17/01/2023,29/08/2023,Y,532.08
UOM001707,Qk-49212,yw39215Nc,5/11/2023,Desktop,Carol Williams,jack.anderson@unimelb.edu.au,9503,Physio,22/05/2024,,N,1232.52
UOM001708,ID-22101,Jc69935rS,16/12/2024,Server,Alice Johnson,emma.jones@unimelb.edu.au,8089,Physio,13/05/2025,,N,6015.02
UOM001709,vO-26761,ls22005bN,27/09/2021,Laptop,Grace Wilson,bob.smith@unimelb.edu.au,5312,DOVS,9/09/2024,18/01/2025,N,2306.53
UOM001710,nN-05978,Qk71691ZW,28/12/2024,Server,Henry Moore,bob.smith@unimelb.edu.au,5312,SHS,18/03/2025,,N,8537.68
UOM001711,nV-86810,Sy69159RS,17/01/2024,Laptop,Grace Wilson,emma.jones@unimelb.edu.au,8089,Nursing,26/01/2025,,N,1907.26
UOM001712,MU-87985,YU83176mg,30/06/2023,Phone,Carol Williams,alice.johnson@unimelb.edu.au,2417,Physio,8/08/2024,18/08/2024,N,425.39
UOM001713,Vp-43030,ub86445bc,20/10/2024,Monitor,Bob Smith,carol.williams@unimelb.edu.au,6271,Nursing,10/01/2025,2/03/2025,N,164.23
UOM001714,mh-28829,JH47626NZ,17/05/2024,Tablet,Jack Anderson,grace.wilson@unimelb.edu.au,8826,Nursing,9/09/2024,13/04/2025,N,488.09
UOM001715,DD-58853,Cv12195qY,13/05/2021,Tablet,Henry Moore,bob.smith@unimelb.edu.au,5312,Physio,11/07/2024,2/09/2024,N,826.18
UOM001716,CU-37051,jp34197NT,5/12/2024,Tablet,Emma Jones,henry.moore@unimelb.edu.au,6300,Social Work,3/01/2025,,N,385.74
UOM001717,gM-02646,Oj53251xl,21/05/2022,Desktop,Alice Johnson,bob.smith@unimelb.edu.au,5312,DOVS,9/12/2024,,N,2044.94
UOM001718,ca-78629,Wh99399rU,6/04/2024,Phone,Jack Anderson,bob.smith@unimelb.edu.au,5312,Social Work,22/03/2025,,N,615.4
UOM001719,qj-38417,wK94129sA,22/05/2023,Phone,Grace Wilson,henry.moore@unimelb.edu.au,6300,Physio,27/01/2024,,N,470.67
UOM001720,We-39375,Tg43723Ta,23/07/2022,Phone,Frank Miller,bob.smith@unimelb.edu.au,5312,Social Work,2/08/2023,14/03/2025,N,458.4
UOM001721,Qs-64589,oF55661zM,4/01/2024,Monitor,Henry Moore,frank.miller@unimelb.edu.au,3991,Physio,29/03/2025,16/04/2025,N,360.58
UOM001722,nO-39626,kQ25356lx,9/02/2024,Desktop,Jack Anderson,frank.miller@unimelb.edu.au,3991,Nursing,31/12/2024,10/04/2025,N,1812.76
UOM001723,FY-97186,hl50144LB,15/04/2022,Tablet,Carol Williams,david.brown@unimelb.edu.au,5741,Nursing,4/05/2025,14/05/2025,N,518.17
UOM001724,Ak-16800,Lm47157hx,7/02/2022,Desktop,Carol Williams,grace.wilson@unimelb.edu.au,8826,Physio,13/04/2025,1/05/2025,N,1333.05
UOM001725,MI-69015,qn57759Ne,18/05/2020,Monitor,David Brown,alice.johnson@unimelb.edu.au,2417,Social Work,16/05/2022,30/12/2024,N,476.69
UOM001726,VC-38345,eg41057fp,20/08/2020,Phone,Alice Johnson,carol.williams@unimelb.edu.au,6271,Nursing,26/10/2022,26/12/2022,Y,834.13
UOM001727,eH-21502,Jn27406Mp,26/09/2020,Desktop,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,Nursing,16/10/2024,7/03/2025,N,1493.58
UOM001728,Ay-27584,Ko78855vp,19/10/2024,Laptop,Carol Williams,ivy.taylor@unimelb.edu.au,1354,Physio,9/05/2025,13/05/2025,N,2588.76
UOM001729,JZ-17564,iD46048Dr,3/02/2024,Tablet,Emma Jones,bob.smith@unimelb.edu.au,5312,Nursing,9/10/2024,,N,839.16
UOM001730,ut-04682,jm18679ni,25/12/2024,Laptop,Frank Miller,grace.wilson@unimelb.edu.au,8826,Physio,10/05/2025,11/05/2025,N,1898.31
UOM001731,mg-65134,Cs12398uY,4/03/2021,Tablet,Henry Moore,bob.smith@unimelb.edu.au,5312,Physio,12/03/2025,,N,1105.11
UOM001732,mx-23307,ey11701cz,11/07/2020,Monitor,Jack Anderson,david.brown@unimelb.edu.au,5741,Physio,10/10/2022,,N,631.46
UOM001733,vB-86017,Fl43587hG,2/07/2024,Laptop,Ivy Taylor,jack.anderson@unimelb.edu.au,9503,DOVS,23/08/2024,2/04/2025,N,1432.11
UOM001734,Of-95182,TN36607lr,30/06/2021,Desktop,Jack Anderson,frank.miller@unimelb.edu.au,3991,Nursing,25/06/2024,,N,1569.39
UOM001735,IO-68010,qa86010PO,5/06/2024,Server,Jack Anderson,frank.miller@unimelb.edu.au,3991,DOVS,3/07/2024,8/08/2024,N,6475.9
UOM001736,kA-19650,uj61954Es,24/07/2024,Printer,Alice Johnson,david.brown@unimelb.edu.au,5741,Nursing,4/09/2024,,N,623.98
UOM001737,Mf-56699,jT79584fw,19/01/2025,Phone,Bob Smith,emma.jones@unimelb.edu.au,8089,Social Work,21/01/2025,3/03/2025,N,841.66
UOM001738,Jy-93660,Dn28990vp,29/03/2021,Monitor,Ivy Taylor,henry.moore@unimelb.edu.au,6300,DOVS,18/06/2022,3/01/2025,N,541.15
UOM001739,VY-82679,qz05730wq,30/10/2021,Monitor,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Physio,23/02/2025,24/03/2025,N,398.63
UOM001740,hf-15141,fI37740tm,9/08/2020,Phone,Grace Wilson,ivy.taylor@unimelb.edu.au,1354,SHS,18/02/2023,,N,201.75
UOM001741,aN-79297,wa45181LG,23/08/2023,Monitor,Jack Anderson,alice.johnson@unimelb.edu.au,2417,SHS,28/04/2025,13/05/2025,N,160.06
UOM001742,hq-30585,sg35766jD,2/12/2022,Server,Bob Smith,jack.anderson@unimelb.edu.au,9503,Nursing,18/01/2024,,N,5843.8
UOM001743,xz-62843,xe43423iR,21/06/2023,Monitor,Bob Smith,jack.anderson@unimelb.edu.au,9503,SHS,21/02/2024,4/12/2024,N,639.22
UOM001744,RN-13581,zL80395fq,24/06/2023,Laptop,Alice Johnson,frank.miller@unimelb.edu.au,3991,Nursing,28/04/2024,7/04/2025,N,2435.73
UOM001745,dq-40626,se66871Kp,19/08/2022,Server,Bob Smith,henry.moore@unimelb.edu.au,6300,DOVS,15/05/2023,30/11/2024,N,3425.55
UOM001746,zG-88798,eg03133tt,26/02/2024,Phone,David Brown,david.brown@unimelb.edu.au,5741,SHS,13/11/2024,,N,799.22
UOM001747,hR-34445,lw46366bV,8/12/2024,Server,Bob Smith,bob.smith@unimelb.edu.au,5312,DOVS,11/05/2025,15/05/2025,N,6732.64
UOM001748,UX-34966,UT69553SX,6/12/2020,Laptop,Alice Johnson,carol.williams@unimelb.edu.au,6271,Physio,25/11/2022,18/08/2023,Y,2927.02
UOM001749,SW-39260,Vr92940cK,24/08/2021,Tablet,Bob Smith,jack.anderson@unimelb.edu.au,9503,Physio,27/03/2022,,N,1147.38
UOM001750,dF-08700,JA77578gm,21/05/2022,Tablet,Jack Anderson,henry.moore@unimelb.edu.au,6300,Social Work,22/02/2025,,N,808.49
UOM001751,tB-48045,EM20165dv,15/09/2024,Printer,David Brown,jack.anderson@unimelb.edu.au,9503,Nursing,27/12/2024,5/02/2025,N,1419.39
UOM001752,GO-64885,Bv48278FF,7/08/2021,Tablet,Ivy Taylor,alice.johnson@unimelb.edu.au,2417,Social Work,13/07/2024,16/04/2025,N,853.79
UOM001753,rw-92918,nn57442kF,4/04/2024,Server,Bob Smith,carol.williams@unimelb.edu.au,6271,SHS,28/03/2025,,N,5226.3
UOM001754,UO-25227,Uh14343sq,25/07/2023,Laptop,Bob Smith,frank.miller@unimelb.edu.au,3991,DOVS,31/03/2024,8/04/2025,N,2441.54
UOM001755,Bc-47699,HZ41732wH,23/10/2022,Tablet,Jack Anderson,david.brown@unimelb.edu.au,5741,Social Work,15/08/2023,13/11/2024,N,354.88
UOM001756,Wz-91718,Yx18022xl,29/07/2022,Server,Grace Wilson,emma.jones@unimelb.edu.au,8089,Physio,9/12/2022,26/03/2023,Y,8535.94
UOM001757,qE-86848,Xe25023EO,31/10/2022,Server,Carol Williams,frank.miller@unimelb.edu.au,3991,Social Work,22/10/2023,10/09/2024,N,6923.36
UOM001758,Yf-04460,Uw31096xB,27/11/2024,Phone,Ivy Taylor,henry.moore@unimelb.edu.au,6300,DOVS,29/01/2025,14/02/2025,N,463.34
UOM001759,yQ-89026,XO51604Sq,18/02/2021,Desktop,Henry Moore,ivy.taylor@unimelb.edu.au,1354,Physio,16/12/2024,9/01/2025,N,1273.44
UOM001760,Uz-02619,TO49624bP,24/01/2022,Printer,Jack Anderson,emma.jones@unimelb.edu.au,8089,Physio,1/11/2022,,N,770.55
UOM001761,PL-44211,CT67005dj,11/11/2020,Server,David Brown,grace.wilson@unimelb.edu.au,8826,SHS,15/05/2021,,N,7357
UOM001762,ca-38295,Hs61780Rc,24/11/2022,Laptop,Bob Smith,frank.miller@unimelb.edu.au,3991,DOVS,8/09/2024,,N,2117.25
UOM001763,Vs-24714,AP83475Rd,10/12/2020,Desktop,Alice Johnson,henry.moore@unimelb.edu.au,6300,SHS,1/03/2025,,N,1864.68
UOM001764,zz-73453,VA13059zu,27/10/2024,Desktop,Frank Miller,grace.wilson@unimelb.edu.au,8826,SHS,12/12/2024,5/02/2025,N,2004.37
UOM001765,ia-84060,wu82799wB,2/09/2021,Laptop,Bob Smith,alice.johnson@unimelb.edu.au,2417,SHS,3/02/2022,17/01/2024,Y,1989.31
UOM001766,vs-17817,kH05500NW,14/08/2024,Phone,Jack Anderson,grace.wilson@unimelb.edu.au,8826,Social Work,9/11/2024,,N,996.7
UOM001767,OA-86161,ld21452fX,19/09/2022,Monitor,Carol Williams,jack.anderson@unimelb.edu.au,9503,Social Work,3/03/2025,,N,691.04
UOM001768,me-81086,hE88504kp,4/04/2023,Phone,Jack Anderson,david.brown@unimelb.edu.au,5741,SHS,20/04/2023,,N,395.29
UOM001769,Ii-47865,eZ31153Vd,4/05/2022,Tablet,Carol Williams,carol.williams@unimelb.edu.au,6271,Social Work,3/02/2024,9/05/2024,Y,439.63
UOM001770,sG-09780,cF86904Ig,8/01/2024,Laptop,Bob Smith,grace.wilson@unimelb.edu.au,8826,DOVS,16/05/2024,30/12/2024,N,2495.97
UOM001771,gL-23458,In07271cU,10/11/2022,Monitor,Frank Miller,alice.johnson@unimelb.edu.au,2417,Physio,29/05/2024,,N,322.17
UOM001772,Ju-03512,ap79820yc,26/03/2025,Desktop,Henry Moore,emma.jones@unimelb.edu.au,8089,Social Work,10/04/2025,5/05/2025,N,916.1
UOM001773,Lr-52147,Jj41259pV,11/03/2022,Phone,Bob Smith,bob.smith@unimelb.edu.au,5312,Social Work,31/07/2022,,N,261.52
UOM001774,zc-45346,kw60858RB,16/01/2024,Laptop,Ivy Taylor,frank.miller@unimelb.edu.au,3991,SHS,7/02/2024,,N,1749.24
UOM001775,Hy-75607,oW36357nY,23/10/2022,Phone,Henry Moore,frank.miller@unimelb.edu.au,3991,Nursing,3/12/2024,4/05/2025,N,927.7
UOM001776,sh-92230,Pj70006Hj,24/04/2025,Laptop,Emma Jones,bob.smith@unimelb.edu.au,5312,Social Work,29/04/2025,,N,1036.29
UOM001777,Bc-90655,Se47355FD,7/07/2024,Monitor,Frank Miller,emma.jones@unimelb.edu.au,8089,Social Work,28/01/2025,,N,167.78
UOM001778,mH-92365,XC34501Nk,26/05/2021,Desktop,Carol Williams,grace.wilson@unimelb.edu.au,8826,Physio,13/06/2021,26/03/2023,Y,1150.99
UOM001779,Sc-34679,sd44094Ek,7/01/2022,Server,Carol Williams,carol.williams@unimelb.edu.au,6271,DOVS,1/04/2022,12/03/2025,N,2845.35
UOM001780,uz-20643,aN50992Th,23/12/2023,Server,Carol Williams,bob.smith@unimelb.edu.au,5312,Social Work,10/04/2025,10/04/2025,N,8334.92
UOM001781,do-46995,rc84189gK,26/03/2023,Laptop,Grace Wilson,david.brown@unimelb.edu.au,5741,DOVS,5/11/2024,,N,1359.14
UOM001782,iu-70223,Ba08303jf,23/12/2022,Phone,Ivy Taylor,david.brown@unimelb.edu.au,5741,Physio,9/02/2025,14/02/2025,N,482.87
UOM001783,Qv-31922,Jv20110oo,30/11/2020,Laptop,Bob Smith,bob.smith@unimelb.edu.au,5312,SHS,18/12/2020,30/07/2023,Y,2802.67
UOM001784,JL-71265,ME34144Uw,22/04/2022,Phone,Carol Williams,grace.wilson@unimelb.edu.au,8826,DOVS,10/09/2023,30/09/2023,Y,962.23
UOM001785,qi-31471,BH17240jy,8/02/2024,Printer,Bob Smith,bob.smith@unimelb.edu.au,5312,SHS,30/04/2024,20/08/2024,N,651.2
UOM001786,kS-55272,NW43620kK,10/07/2023,Laptop,Jack Anderson,emma.jones@unimelb.edu.au,8089,DOVS,4/03/2025,,N,1353.52
UOM001787,cH-98304,xl79931AL,9/04/2022,Printer,David Brown,carol.williams@unimelb.edu.au,6271,Physio,18/04/2023,,N,1297.16
UOM001788,JM-58520,Nb53071BO,6/01/2025,Phone,Alice Johnson,emma.jones@unimelb.edu.au,8089,SHS,18/03/2025,,N,646.89
UOM001789,Kx-04641,ow34557Xy,12/12/2020,Printer,Alice Johnson,alice.johnson@unimelb.edu.au,2417,Nursing,5/06/2022,11/08/2022,Y,709.78
UOM001790,oq-67160,ua12510de,11/12/2021,Laptop,Emma Jones,david.brown@unimelb.edu.au,5741,DOVS,2/03/2025,26/03/2025,N,1163.44
UOM001791,my-77371,oA96228wx,21/04/2021,Phone,Jack Anderson,david.brown@unimelb.edu.au,5741,Social Work,25/06/2024,20/03/2025,N,273.06
UOM001792,zq-80331,oq68455mW,22/03/2024,Monitor,Emma Jones,ivy.taylor@unimelb.edu.au,1354,Physio,4/01/2025,24/02/2025,N,373.03
UOM001793,fB-95732,ta42452nu,22/01/2025,Monitor,Henry Moore,henry.moore@unimelb.edu.au,6300,Social Work,16/03/2025,20/03/2025,N,475.44
UOM001794,rX-88637,yS42174yB,25/03/2023,Printer,Carol Williams,alice.johnson@unimelb.edu.au,2417,Social Work,14/05/2024,31/07/2024,N,576.18
UOM001795,pm-45671,cs59129VM,10/10/2023,Phone,Ivy Taylor,ivy.taylor@unimelb.edu.au,1354,Physio,6/12/2024,19/02/2025,N,969.65
UOM001796,op-84444,JY18653CQ,12/02/2023,Laptop,Carol Williams,grace.wilson@unimelb.edu.au,8826,DOVS,25/12/2023,12/04/2025,N,1898.55
UOM001797,hq-14558,OE96522ZF,4/04/2024,Monitor,Jack Anderson,david.brown@unimelb.edu.au,5741,SHS,15/07/2024,28/10/2024,N,603.6
UOM001798,WL-30751,hJ28528sM,23/12/2023,Monitor,Henry Moore,david.brown@unimelb.edu.au,5741,SHS,2/03/2025,6/05/2025,N,638.57
